index,cluster,label
1173,9,9
1174,1,1
1175,8,2
1176,5,4
1177,5,9
1178,2,3
1179,4,0
1180,5,4
1181,0,1
1182,3,6
1183,8,2
1184,3,6
1185,2,3
1186,9,7
1187,5,4
1188,8,2
1189,3,6
1190,4,6
1191,9,7
1192,1,1
1193,6,8
1194,5,9
1195,4,0
1196,5,4
1197,0,1
1198,5,4
1199,8,2
1200,1,1
1201,6,3
1202,3,6
1203,5,4
1204,3,6
1205,9,7
1206,2,5
1207,6,8
1208,9,7
1209,4,0
1210,2,5
1211,0,1
1212,5,4
1213,8,2
1214,6,8
1215,5,4
1216,9,7
1217,9,7
1218,2,3
1219,5,8
1220,5,4
1221,5,9
1222,2,5
1223,6,8
1224,3,6
1225,9,7
1226,2,3
1227,5,4
1228,3,6
1229,9,7
1230,1,1
1231,9,7
1232,5,4
1233,2,3
1234,2,3
1235,9,9
1236,2,8
1237,6,8
1238,1,1
1239,9,8
1240,3,6
1241,2,3
1242,1,1
1243,1,1
1244,5,3
1245,7,5
1246,8,2
1247,6,8
1248,5,4
1249,8,2
1250,9,9
1251,9,7
1252,1,1
1253,5,4
1254,2,8
1255,8,2
1256,5,9
1257,3,6
1258,5,4
1259,0,1
1260,5,3
1261,5,4
1262,8,2
1263,7,5
1264,8,2
1265,7,5
1266,3,6
1267,6,8
1268,4,0
1269,3,6
1270,1,2
1271,5,4
1272,5,9
1273,5,4
1274,9,9
1275,5,4
1276,4,5
1277,0,1
1278,3,5
1279,6,8
1280,5,4
1281,9,7
1282,2,9
1283,7,5
1284,9,9
1285,7,5
1286,5,9
1287,0,1
1288,7,5
1289,6,8
1290,2,3
1291,5,9
1292,9,9
1293,1,1
1294,6,8
1295,2,3
1296,6,8
1297,3,6
1298,7,5
1299,8,2
1300,9,7
1301,8,2
1302,9,7
1303,3,6
1304,4,0
1305,5,9
1306,9,7
1307,9,9
1308,5,4
1309,3,6
1310,4,0
1311,7,5
1312,2,3
1313,7,5
1314,5,7
1315,2,3
1316,9,9
1317,2,3
1318,3,6
1319,6,8
1320,2,3
1321,0,1
1322,9,7
1323,3,6
1324,7,5
1325,7,5
1326,9,7
1327,3,6
1328,7,5
1329,6,8
1330,8,2
1331,0,1
1332,9,7
1333,5,9
1334,8,2
1335,9,7
1336,2,3
1337,3,6
1338,9,7
1339,6,8
1340,7,5
1341,0,3
1342,9,7
1343,9,7
1344,6,8
1345,5,4
1346,4,0
1347,9,7
1348,2,3
1349,4,0
1350,3,6
1351,2,3
1352,2,9
1353,9,7
1354,1,1
1355,5,9
1356,2,5
1357,2,3
1358,3,6
1359,4,0
1360,5,9
1361,8,2
1362,6,8
1363,4,0
1364,2,9
1365,0,1
1366,3,6
1367,4,0
1368,4,0
1369,0,1
1370,5,9
1371,4,0
1372,4,0
1373,5,4
1374,8,2
1375,0,1
1376,5,7
1377,4,0
1378,2,3
1379,5,4
1380,5,4
1381,9,7
1382,7,5
1383,9,9
1384,6,8
1385,8,2
1386,4,0
1387,4,0
1388,6,8
1389,3,6
1390,8,2
1391,8,2
1392,9,7
1393,3,6
1394,1,1
1395,8,2
1396,5,9
1397,8,2
1398,7,6
1399,5,9
1400,9,7
1401,5,9
1402,7,5
1403,4,0
1404,7,8
1405,0,1
1406,7,5
1407,8,2
1408,5,4
1409,2,3
1410,5,9
1411,0,4
1412,5,7
1413,7,5
1414,3,6
1415,3,6
1416,5,7
1417,9,7
1418,3,6
1419,6,8
1420,2,5
1421,9,9
1422,9,7
1423,4,0
1424,3,6
1425,0,1
1426,5,9
1427,8,2
1428,2,3
1429,2,3
1430,7,5
1431,5,4
1432,2,3
1433,7,5
1434,6,8
1435,3,6
1436,2,3
1437,9,7
1438,8,2
1439,6,8
1440,5,4
1441,9,9
1442,7,5
1443,4,0
1444,8,2
1445,0,1
1446,5,4
1447,8,2
1448,3,4
1449,2,3
1450,1,1
1451,9,7
1452,1,1
1453,0,8
1454,4,0
1455,0,9
1456,3,6
1457,0,8
1458,1,1
1459,9,9
1460,5,4
1461,0,4
1462,5,9
1463,0,1
1464,6,8
1465,0,9
1466,3,6
1467,7,5
1468,7,5
1469,2,3
1470,2,3
1471,4,0
1472,1,1
1473,0,4
1474,2,3
1475,0,8
1476,2,3
1477,0,4
1478,8,2
1479,4,0
1480,9,7
1481,7,5
1482,7,5
1483,0,1
1484,6,8
1485,7,5
1486,2,3
1487,5,4
1488,3,6
1489,4,0
1490,7,5
1491,9,7
1492,1,2
1493,3,6
1494,3,6
1495,4,0
1496,1,1
1497,0,1
1498,5,4
1499,9,7
1500,9,9
1501,4,0
1502,4,0
1503,3,6
1504,3,6
1505,0,8
1506,3,6
1507,9,9
1508,5,4
1509,7,5
1510,8,2
1511,0,4
1512,1,0
1513,9,7
1514,7,5
1515,3,6
1516,7,5
1517,4,0
1518,5,9
1519,0,8
1520,3,6
1521,0,1
1522,5,9
1523,9,7
1524,7,5
1525,9,7
1526,2,5
1527,0,1
1528,1,1
1529,2,3
1530,4,0
1531,8,2
1532,4,0
1533,2,3
1534,6,8
1535,0,1
1536,3,6
1537,0,4
1538,3,6
1539,8,2
1540,3,6
1541,0,4
1542,6,8
1543,6,8
1544,1,1
1545,0,4
1546,5,4
1547,9,7
1548,1,1
1549,8,2
1550,8,2
1551,2,3
1552,5,9
1553,3,6
1554,1,4
1555,9,9
1556,7,5
1557,3,6
1558,8,2
1559,2,3
1560,5,9
1561,8,2
1562,3,6
1563,8,2
1564,9,7
1565,5,4
1566,2,3
1567,3,6
1568,5,4
1569,0,9
1570,9,7
1571,4,0
1572,1,2
1573,8,2
1574,5,9
1575,7,5
1576,5,4
1577,7,5
1578,4,0
1579,0,1
1580,5,4
1581,2,3
1582,3,6
1583,2,3
1584,8,2
1585,9,9
1586,9,7
1587,7,5
1588,2,3
1589,9,7
1590,4,0
1591,9,9
1592,7,5
1593,0,8
1594,2,3
1595,8,2
1596,4,0
1597,0,1
1598,6,8
1599,2,3
1600,4,0
1601,0,1
1602,8,2
1603,2,3
1604,5,4
1605,4,0
1606,4,0
1607,1,1
1608,5,7
1609,8,2
1610,9,9
1611,2,3
1612,9,9
1613,5,4
1614,6,2
1615,7,5
1616,6,8
1617,3,6
1618,5,7
1619,9,7
1620,5,9
1621,6,8
1622,5,9
1623,5,9
1624,8,2
1625,4,0
1626,4,0
1627,0,1
1628,5,4
1629,8,2
1630,5,4
1631,2,3
1632,5,9
1633,5,4
1634,2,3
1635,7,5
1636,9,7
1637,3,6
1638,7,5
1639,9,7
1640,1,1
1641,6,8
1642,3,6
1643,9,9
1644,2,3
1645,4,0
1646,5,4
1647,0,1
1648,8,2
1649,8,2
1650,7,5
1651,2,3
1652,9,7
1653,5,4
1654,1,1
1655,9,7
1656,1,7
1657,6,8
1658,1,1
1659,9,9
1660,8,2
1661,2,3
1662,4,2
1663,5,4
1664,4,0
1665,0,1
1666,6,8
1667,5,4
1668,2,3
1669,3,6
1670,7,5
1671,3,6
1672,5,4
1673,9,7
1674,4,9
1675,2,3
1676,1,1
1677,2,3
1678,4,0
1679,8,2
1680,0,1
1681,0,1
1682,4,0
1683,5,9
1684,5,9
1685,5,4
1686,3,6
1687,9,7
1688,4,6
1689,2,3
1690,7,5
1691,7,5
1692,5,4
1693,5,4
1694,3,6
1695,5,9
1696,1,1
1697,1,1
1698,2,3
1699,1,1
1700,1,1
1701,4,0
1702,7,5
1703,1,1
1704,1,4
1705,5,4
1706,3,6
1707,3,6
1708,3,6
1709,4,0
1710,1,1
1711,8,2
1712,4,0
1713,6,8
1714,1,2
1715,8,2
1716,1,1
1717,0,1
1718,2,3
1719,9,7
1720,5,9
1721,7,5
1722,2,3
1723,4,0
1724,8,2
1725,4,0
1726,3,6
1727,8,2
1728,9,9
1729,4,0
1730,9,7
1731,3,6
1732,5,9
1733,5,9
1734,1,1
1735,8,2
1736,5,9
1737,2,3
1738,5,4
1739,9,7
1740,5,9
1741,3,6
1742,4,0
1743,5,9
1744,5,4
1745,6,8
1746,9,7
1747,9,7
1748,5,9
1749,6,8
1750,3,6
1751,9,9
1752,2,5
1753,8,2
1754,8,2
1755,8,2
1756,2,3
1757,5,9
1758,0,8
1759,6,8
1760,6,8
1761,3,6
1762,5,4
1763,5,4
1764,5,4
1765,5,4
1766,8,2
1767,5,4
1768,3,6
1769,4,0
1770,9,7
1771,4,0
1772,9,7
1773,6,8
1774,8,2
1775,4,0
1776,6,8
1777,6,8
1778,2,3
1779,3,6
1780,6,8
1781,3,6
1782,3,6
1783,6,8
1784,7,6
1785,7,5
1786,1,1
1787,0,1
1788,6,8
1789,9,7
1790,2,8
1791,2,3
1792,3,6
1793,6,8
1794,5,9
1795,7,5
1796,4,0
1797,4,0
1798,4,0
1799,2,3
1800,8,2
1801,3,6
1802,3,6
1803,9,7
1804,6,8
1805,2,3
1806,7,5
1807,0,1
1808,5,4
1809,2,3
1810,7,5
1811,9,9
1812,5,4
1813,7,5
1814,3,4
1815,0,1
1816,1,1
1817,7,5
1818,5,4
1819,4,0
1820,5,9
1821,9,7
1822,1,1
1823,8,2
1824,7,5
1825,9,7
1826,5,9
1827,5,4
1828,4,0
1829,2,3
1830,3,6
1831,0,1
1832,9,7
1833,9,7
1834,7,5
1835,3,6
1836,2,3
1837,4,0
1838,1,1
1839,1,1
1840,5,4
1841,8,2
1842,5,4
1843,2,3
1844,3,6
1845,5,4
1846,0,7
1847,7,5
1848,9,7
1849,3,6
1850,5,9
1851,9,7
1852,1,2
1853,6,8
1854,5,4
1855,5,9
1856,6,8
1857,4,0
1858,9,7
1859,1,1
1860,0,1
1861,8,2
1862,2,3
1863,2,3
1864,7,5
1865,5,4
1866,3,6
1867,7,5
1868,4,0
1869,3,6
1870,2,3
1871,9,7
1872,2,3
1873,6,8
1874,8,2
1875,9,9
1876,4,0
1877,4,0
1878,5,9
1879,1,1
1880,8,2
1881,8,2
1882,5,9
1883,2,3
1884,5,9
1885,5,4
1886,3,6
1887,7,5
1888,4,2
1889,3,6
1890,3,6
1891,9,7
1892,3,6
1893,6,8
1894,8,2
1895,9,9
1896,8,2
1897,4,0
1898,3,6
1899,9,7
1900,8,2
1901,6,8
1902,3,6
1903,9,9
1904,4,0
1905,9,9
1906,1,6
1907,4,0
1908,2,3
1909,0,1
1910,1,1
1911,5,4
1912,5,9
1913,7,5
1914,6,8
1915,0,1
1916,4,0
1917,3,6
1918,3,6
1919,9,7
1920,1,2
1921,2,3
1922,5,4
1923,8,2
1924,2,3
1925,5,9
1926,4,0
1927,4,0
1928,5,4
1929,2,5
1930,4,0
1931,7,6
1932,5,4
1933,9,7
1934,5,4
1935,2,3
1936,1,1
1937,9,9
1938,2,3
1939,5,9
1940,5,9
1941,2,3
1942,1,1
1943,6,8
1944,9,7
1945,1,1
1946,5,7
1947,8,2
1948,5,8
1949,5,9
1950,5,9
1951,3,6
1952,8,2
1953,9,7
1954,8,2
1955,7,5
1956,4,0
1957,3,6
1958,9,7
1959,2,3
1960,5,9
1961,2,5
1962,5,9
1963,4,0
1964,6,8
1965,7,5
1966,6,8
1967,5,4
1968,5,9
1969,4,0
1970,7,5
1971,2,3
1972,8,2
1973,5,4
1974,2,8
1975,9,7
1976,5,4
1977,1,1
1978,7,5
1979,5,4
1980,3,6
1981,2,3
1982,5,7
1983,9,7
1984,5,9
1985,3,6
1986,3,6
1987,8,2
1988,8,2
1989,0,1
1990,3,6
1991,7,5
1992,5,4
1993,7,5
1994,2,3
1995,4,0
1996,7,5
1997,7,5
1998,8,2
1999,4,0
2000,5,5
2001,6,8
2002,6,8
2003,5,4
2004,8,2
2005,3,6
2006,5,9
2007,9,7
2008,1,1
2009,4,0
2010,8,2
2011,2,3
2012,1,1
2013,6,8
2014,5,7
2015,1,1
2016,6,8
2017,8,2
2018,9,7
2019,8,2
2020,3,6
2021,2,3
2022,8,2
2023,2,3
2024,9,7
2025,3,6
2026,6,8
2027,9,7
2028,7,5
2029,2,3
2030,6,8
2031,5,4
2032,5,4
2033,5,9
2034,5,4
2035,3,6
2036,5,4
2037,7,5
2038,7,5
2039,0,1
2040,1,1
2041,5,9
2042,2,3
2043,6,8
2044,1,6
2045,0,1
2046,5,4
2047,0,1
2048,9,7
2049,7,5
2050,5,4
2051,4,0
2052,5,4
2053,8,2
2054,9,7
2055,9,7
2056,2,5
2057,6,8
2058,4,0
2059,3,6
2060,5,9
2061,7,6
2062,3,6
2063,6,8
2064,5,7
2065,8,2
2066,4,0
2067,6,8
2068,2,8
2069,5,4
2070,0,8
2071,5,4
2072,5,4
2073,8,2
2074,2,3
2075,8,2
2076,2,3
2077,6,8
2078,6,2
2079,4,0
2080,2,5
2081,4,0
2082,4,0
2083,1,1
2084,4,0
2085,8,2
2086,1,1
2087,2,3
2088,2,3
2089,5,4
2090,9,7
2091,7,5
2092,2,3
2093,3,6
2094,1,1
2095,9,7
2096,3,6
2097,6,8
2098,9,3
2099,5,9
2100,4,0
2101,4,0
2102,9,7
2103,1,1
2104,8,2
2105,8,2
2106,5,4
2107,2,3
2108,9,7
2109,5,4
2110,0,1
2111,7,5
2112,4,0
2113,3,6
2114,2,3
2115,9,7
2116,5,9
2117,6,8
2118,5,7
2119,9,9
2120,7,5
2121,4,0
2122,0,1
2123,0,1
2124,6,8
2125,8,2
2126,3,6
2127,2,3
2128,2,3
2129,5,4
2130,2,3
2131,7,5
2132,0,3
2133,9,7
2134,1,1
2135,6,8
2136,1,1
2137,5,9
2138,3,6
2139,6,8
